vol,price,
0.000000,0.000000,
0.010000,0.000000,
0.020000,0.000000,
0.030000,0.000005,
0.040000,0.000561,
0.050000,0.006245,
0.060000,0.026471,
0.070000,0.069341,
0.080000,0.138386,
0.090000,0.233461,
0.100000,0.352484,
0.110000,0.492659,
0.120000,0.651127,
0.130000,0.825260,
0.140000,1.012752,
0.150000,1.211633,
0.160000,1.420240,
0.170000,1.637173,
0.180000,1.861256,
0.190000,2.091501,
0.200000,2.327071,
0.210000,2.567258,
0.220000,2.811459,
0.230000,3.059157,
0.240000,3.309909,
0.250000,3.563330,
0.260000,3.819086,
0.270000,4.076887,
0.280000,4.336476,
0.290000,4.597629,
0.300000,4.860146,
0.310000,5.123851,
0.320000,5.388584,
0.330000,5.654204,
0.340000,5.920583,
0.350000,6.187605,
0.360000,6.455167,
0.370000,6.723173,
0.380000,6.991535,
0.390000,7.260174,
0.400000,7.529016,
0.410000,7.797994,
0.420000,8.067045,
0.430000,8.336112,
0.440000,8.605136,
0.450000,8.874069,
0.460000,9.142864,
0.470000,9.411475,
0.480000,9.679861,
0.490000,9.947983,
0.500000,10.215804,
0.510000,10.483288,
0.520000,10.750403,
0.530000,11.017116,
0.540000,11.283397,
0.550000,11.549218,
0.560000,11.814551,
0.570000,12.079370,
0.580000,12.343649,
0.590000,12.607364,
0.600000,12.870491,
0.610000,13.133009,
0.620000,13.394896,
0.630000,13.656130,
0.640000,13.916693,
0.650000,14.176563,
0.660000,14.435723,
0.670000,14.694153,
0.680000,14.951838,
0.690000,15.208758,
0.700000,15.464899,
0.710000,15.720243,
0.720000,15.974775,
0.730000,16.228479,
0.740000,16.481341,
0.750000,16.733347,
0.760000,16.984482,
0.770000,17.234732,
0.780000,17.484085,
0.790000,17.732528,
0.800000,17.980047,
0.810000,18.226631,
0.820000,18.472266,
0.830000,18.716943,
0.840000,18.960649,
0.850000,19.203373,
0.860000,19.445105,
0.870000,19.685833,
0.880000,19.925547,
0.890000,20.164238,
0.900000,20.401895,
0.910000,20.638509,
0.920000,20.874071,
0.930000,21.108571,
0.940000,21.342000,
0.950000,21.574351,
0.960000,21.805614,
0.970000,22.035782,
0.980000,22.264846,
0.990000,22.492798,
1.000000,22.719632,
